"REF_DATE","GEO","DGUID","Rank","Gender","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Alberta","2021A000248","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475828","10.2.1.2","100.0","","","","1"
"2021/2022","Alberta","2021A000248","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475828","10.2.1.2","100.0","","","","1"
"2022/2023","Alberta","2021A000248","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475828","10.2.1.2","100.0","","","","1"
"2023/2024","Alberta","2021A000248","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475828","10.2.1.2","100.0","","","","1"
"2019/2020","Alberta","2021A000248","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475831","10.2.2.2","72.5","","","","1"
"2020/2021","Alberta","2021A000248","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475831","10.2.2.2","71.2","","","","1"
"2021/2022","Alberta","2021A000248","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475831","10.2.2.2","70.7","","","","1"
"2022/2023","Alberta","2021A000248","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475831","10.2.2.2","69.6","","","","1"
"2023/2024","Alberta","2021A000248","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475831","10.2.2.2","69.2","","","","1"
"2019/2020","Alberta","2021A000248","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475834","10.2.3.2","27.5","","","","1"
"2020/2021","Alberta","2021A000248","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475834","10.2.3.2","28.8","","","","1"
"2021/2022","Alberta","2021A000248","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475834","10.2.3.2","29.3","","","","1"
"2022/2023","Alberta","2021A000248","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475834","10.2.3.2","30.4","","","","1"
"2023/2024","Alberta","2021A000248","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475834","10.2.3.2","30.8","","","","1"
"2019/2020","Alberta","2021A000248","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475927","10.3.1.2","100.0","","","","1"
"2020/2021","Alberta","2021A000248","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475927","10.3.1.2","100.0","","","","1"
"2021/2022","Alberta","2021A000248","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475927","10.3.1.2","100.0","","","","1"
"2022/2023","Alberta","2021A000248","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475927","10.3.1.2","100.0","","","","1"
"2023/2024","Alberta","2021A000248","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475927","10.3.1.2","100.0","","","","1"
"2019/2020","Alberta","2021A000248","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475930","10.3.2.2","56.2","","","","1"
"2020/2021","Alberta","2021A000248","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475930","10.3.2.2","57.2","","","","1"
"2021/2022","Alberta","2021A000248","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475930","10.3.2.2","56.8","","","","1"
"2022/2023","Alberta","2021A000248","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475930","10.3.2.2","56.1","","","","1"
"2023/2024","Alberta","2021A000248","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475930","10.3.2.2","55.0","","","","1"
"2019/2020","Alberta","2021A000248","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475933","10.3.3.2","43.8","","","","1"
"2020/2021","Alberta","2021A000248","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475933","10.3.3.2","42.8","","","","1"
"2021/2022","Alberta","2021A000248","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475933","10.3.3.2","43.2","","","","1"
"2022/2023","Alberta","2021A000248","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475933","10.3.3.2","43.9","","","","1"
"2023/2024","Alberta","2021A000248","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475933","10.3.3.2","45.0","","","","1"
"2019/2020","Alberta","2021A000248","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476026","10.4.1.2","100.0","","","","1"
"2020/2021","Alberta","2021A000248","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476026","10.4.1.2","100.0","","","","1"
"2021/2022","Alberta","2021A000248","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476026","10.4.1.2","100.0","","","","1"
"2022/2023","Alberta","2021A000248","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476026","10.4.1.2","100.0","","","","1"
"2023/2024","Alberta","2021A000248","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476026","10.4.1.2","100.0","","","","1"
"2019/2020","Alberta","2021A000248","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476029","10.4.2.2","47.9","","","","1"
"2020/2021","Alberta","2021A000248","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476029","10.4.2.2","46.4","","","","1"
"2021/2022","Alberta","2021A000248","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476029","10.4.2.2","45.4","","","","1"
"2022/2023","Alberta","2021A000248","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476029","10.4.2.2","40.9","","","","1"
"2023/2024","Alberta","2021A000248","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476029","10.4.2.2","44.2","","","","1"
"2019/2020","Alberta","2021A000248","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476032","10.4.3.2","52.1","","","","1"
"2020/2021","Alberta","2021A000248","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476032","10.4.3.2","53.6","","","","1"
"2021/2022","Alberta","2021A000248","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476032","10.4.3.2","54.6","","","","1"
"2022/2023","Alberta","2021A000248","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476032","10.4.3.2","59.1","","","","1"
"2023/2024","Alberta","2021A000248","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476032","10.4.3.2","55.8","","","","1"
"2019/2020","Alberta","2021A000248","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476125","10.5.1.2","100.0","","","","1"
"2020/2021","Alberta","2021A000248","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476125","10.5.1.2","100.0","","","","1"
"2021/2022","Alberta","2021A000248","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476125","10.5.1.2","100.0","","","","1"
"2022/2023","Alberta","2021A000248","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476125","10.5.1.2","100.0","","","","1"
"2023/2024","Alberta","2021A000248","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476125","10.5.1.2","100.0","","","","1"
"2019/2020","Alberta","2021A000248","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476128","10.5.2.2","36.1","","","","1"
"2020/2021","Alberta","2021A000248","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476128","10.5.2.2","36.6","","","","1"
"2021/2022","Alberta","2021A000248","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476128","10.5.2.2","36.9","","","","1"
"2022/2023","Alberta","2021A000248","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476128","10.5.2.2","34.0","","","","1"
"2023/2024","Alberta","2021A000248","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476128","10.5.2.2","36.8","","","","1"
"2019/2020","Alberta","2021A000248","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476131","10.5.3.2","63.9","","","","1"
"2020/2021","Alberta","2021A000248","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476131","10.5.3.2","63.4","","","","1"
"2021/2022","Alberta","2021A000248","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476131","10.5.3.2","63.1","","","","1"
"2022/2023","Alberta","2021A000248","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476131","10.5.3.2","66.0","","","","1"
"2023/2024","Alberta","2021A000248","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476131","10.5.3.2","63.2","","","","1"
"2019/2020","British Columbia","2021A000259","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475738","11.1.1.2","100.0","","","","1"
"2020/2021","British Columbia","2021A000259","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475738","11.1.1.2","100.0","","","","1"
"2021/2022","British Columbia","2021A000259","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475738","11.1.1.2","100.0","","","","1"
"2022/2023","British Columbia","2021A000259","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475738","11.1.1.2","100.0","","","","1"
"2023/2024","British Columbia","2021A000259","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475738","11.1.1.2","100.0","","","","1"
"2019/2020","British Columbia","2021A000259","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475741","11.1.2.2","56.9","","","","1"
"2020/2021","British Columbia","2021A000259","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475741","11.1.2.2","56.3","","","","1"
"2021/2022","British Columbia","2021A000259","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475741","11.1.2.2","55.7","","","","1"
"2022/2023","British Columbia","2021A000259","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475741","11.1.2.2","54.6","","","","1"
"2023/2024","British Columbia","2021A000259","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475741","11.1.2.2","54.0","","","","1"
"2019/2020","British Columbia","2021A000259","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475744","11.1.3.2","43.1","","","","1"
"2020/2021","British Columbia","2021A000259","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475744","11.1.3.2","43.7","","","","1"
"2021/2022","British Columbia","2021A000259","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475744","11.1.3.2","44.3","","","","1"
"2022/2023","British Columbia","2021A000259","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475744","11.1.3.2","45.4","","","","1"
"2023/2024","British Columbia","2021A000259","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475744","11.1.3.2","46.0","","","","1"
"2019/2020","British Columbia","2021A000259","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475837","11.2.1.2","100.0","","","","1"
"2020/2021","British Columbia","2021A000259","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475837","11.2.1.2","100.0","","","","1"
"2021/2022","British Columbia","2021A000259","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475837","11.2.1.2","100.0","","","","1"
"2022/2023","British Columbia","2021A000259","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475837","11.2.1.2","100.0","","","","1"
"2023/2024","British Columbia","2021A000259","Full professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475837","11.2.1.2","100.0","","","","1"
"2019/2020","British Columbia","2021A000259","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475840","11.2.2.2","70.0","","","","1"
"2020/2021","British Columbia","2021A000259","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475840","11.2.2.2","69.6","","","","1"
"2021/2022","British Columbia","2021A000259","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475840","11.2.2.2","69.0","","","","1"
"2022/2023","British Columbia","2021A000259","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475840","11.2.2.2","68.0","","","","1"
"2023/2024","British Columbia","2021A000259","Full professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475840","11.2.2.2","67.6","","","","1"
"2019/2020","British Columbia","2021A000259","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475843","11.2.3.2","30.0","","","","1"
"2020/2021","British Columbia","2021A000259","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475843","11.2.3.2","30.4","","","","1"
"2021/2022","British Columbia","2021A000259","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475843","11.2.3.2","31.0","","","","1"
"2022/2023","British Columbia","2021A000259","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475843","11.2.3.2","32.0","","","","1"
"2023/2024","British Columbia","2021A000259","Full professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475843","11.2.3.2","32.4","","","","1"
"2019/2020","British Columbia","2021A000259","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475936","11.3.1.2","100.0","","","","1"
"2020/2021","British Columbia","2021A000259","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475936","11.3.1.2","100.0","","","","1"
"2021/2022","British Columbia","2021A000259","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475936","11.3.1.2","100.0","","","","1"
"2022/2023","British Columbia","2021A000259","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475936","11.3.1.2","100.0","","","","1"
"2023/2024","British Columbia","2021A000259","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475936","11.3.1.2","100.0","","","","1"
"2019/2020","British Columbia","2021A000259","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475939","11.3.2.2","56.8","","","","1"
"2020/2021","British Columbia","2021A000259","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475939","11.3.2.2","55.4","","","","1"
"2021/2022","British Columbia","2021A000259","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475939","11.3.2.2","55.1","","","","1"
"2022/2023","British Columbia","2021A000259","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475939","11.3.2.2","55.2","","","","1"
"2023/2024","British Columbia","2021A000259","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475939","11.3.2.2","53.8","","","","1"
"2019/2020","British Columbia","2021A000259","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475942","11.3.3.2","43.2","","","","1"
"2020/2021","British Columbia","2021A000259","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475942","11.3.3.2","44.6","","","","1"
"2021/2022","British Columbia","2021A000259","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475942","11.3.3.2","44.9","","","","1"
"2022/2023","British Columbia","2021A000259","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475942","11.3.3.2","44.8","","","","1"
"2023/2024","British Columbia","2021A000259","Associate professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275475942","11.3.3.2","46.2","","","","1"
"2019/2020","British Columbia","2021A000259","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476035","11.4.1.2","100.0","","","","1"
"2020/2021","British Columbia","2021A000259","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476035","11.4.1.2","100.0","","","","1"
"2021/2022","British Columbia","2021A000259","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476035","11.4.1.2","100.0","","","","1"
"2022/2023","British Columbia","2021A000259","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476035","11.4.1.2","100.0","","","","1"
"2023/2024","British Columbia","2021A000259","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476035","11.4.1.2","100.0","","","","1"
"2019/2020","British Columbia","2021A000259","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476038","11.4.2.2","49.8","","","","1"
"2020/2021","British Columbia","2021A000259","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476038","11.4.2.2","49.7","","","","1"
"2021/2022","British Columbia","2021A000259","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476038","11.4.2.2","48.8","","","","1"
"2022/2023","British Columbia","2021A000259","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476038","11.4.2.2","46.6","","","","1"
"2023/2024","British Columbia","2021A000259","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476038","11.4.2.2","45.0","","","","1"
"2019/2020","British Columbia","2021A000259","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476041","11.4.3.2","50.2","","","","1"
"2020/2021","British Columbia","2021A000259","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476041","11.4.3.2","50.3","","","","1"
"2021/2022","British Columbia","2021A000259","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476041","11.4.3.2","51.2","","","","1"
"2022/2023","British Columbia","2021A000259","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476041","11.4.3.2","53.4","","","","1"
"2023/2024","British Columbia","2021A000259","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476041","11.4.3.2","55.0","","","","1"
"2019/2020","British Columbia","2021A000259","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476134","11.5.1.2","100.0","","","","1"
"2020/2021","British Columbia","2021A000259","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476134","11.5.1.2","100.0","","","","1"
"2021/2022","British Columbia","2021A000259","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476134","11.5.1.2","100.0","","","","1"
"2022/2023","British Columbia","2021A000259","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476134","11.5.1.2","100.0","","","","1"
"2023/2024","British Columbia","2021A000259","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476134","11.5.1.2","100.0","","","","1"
"2019/2020","British Columbia","2021A000259","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476137","11.5.2.2","46.2","","","","1"
"2020/2021","British Columbia","2021A000259","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476137","11.5.2.2","45.9","","","","1"
"2021/2022","British Columbia","2021A000259","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476137","11.5.2.2","45.8","","","","1"
"2022/2023","British Columbia","2021A000259","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476137","11.5.2.2","44.9","","","","1"
"2023/2024","British Columbia","2021A000259","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476137","11.5.2.2","45.1","","","","1"
"2019/2020","British Columbia","2021A000259","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476140","11.5.3.2","53.8","","","","1"
"2020/2021","British Columbia","2021A000259","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476140","11.5.3.2","54.1","","","","1"
"2021/2022","British Columbia","2021A000259","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476140","11.5.3.2","54.2","","","","1"
"2022/2023","British Columbia","2021A000259","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476140","11.5.3.2","55.1","","","","1"
"2023/2024","British Columbia","2021A000259","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1275476140","11.5.3.2","54.9","","","","1"
"2021/2022","Yukon","","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652170","12.1.1.2","100.0","","","","1"
"2022/2023","Yukon","","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652170","12.1.1.2","100.0","","","","1"
"2023/2024","Yukon","","Total rank","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652170","12.1.1.2","100.0","","","","1"
"2021/2022","Yukon","","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652173","12.1.2.2","51.6","","","","1"
"2022/2023","Yukon","","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652173","12.1.2.2","42.5","","","","1"
"2023/2024","Yukon","","Total rank","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652173","12.1.2.2","46.7","","","","1"
"2021/2022","Yukon","","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652176","12.1.3.2","48.4","","","","1"
"2022/2023","Yukon","","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652176","12.1.3.2","57.5","","","","1"
"2023/2024","Yukon","","Total rank","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652176","12.1.3.2","53.3","","","","1"
"2022/2023","Yukon","","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652194","12.3.1.2","","x","","","1"
"2023/2024","Yukon","","Associate professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652194","12.3.1.2","","x","","","1"
"2022/2023","Yukon","","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652197","12.3.2.2","","x","","","1"
"2023/2024","Yukon","","Associate professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652197","12.3.2.2","","x","","","1"
"2022/2023","Yukon","","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652206","12.4.1.2","100.0","","","","1"
"2023/2024","Yukon","","Assistant professor","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652206","12.4.1.2","100.0","","","","1"
"2022/2023","Yukon","","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652209","12.4.2.2","35.7","","","","1"
"2023/2024","Yukon","","Assistant professor","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652209","12.4.2.2","37.5","","","","1"
"2022/2023","Yukon","","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652212","12.4.3.2","64.3","","","","1"
"2023/2024","Yukon","","Assistant professor","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652212","12.4.3.2","62.5","","","","1"
"2021/2022","Yukon","","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652218","12.5.1.2","100.0","","","","1"
"2022/2023","Yukon","","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652218","12.5.1.2","100.0","","","","1"
"2023/2024","Yukon","","Other ranks","Total gender","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652218","12.5.1.2","100.0","","","","1"
"2021/2022","Yukon","","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652221","12.5.2.2","51.6","","","","1"
"2022/2023","Yukon","","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652221","12.5.2.2","41.7","","","","1"
"2023/2024","Yukon","","Other ranks","Man","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652221","12.5.2.2","50.0","","","","1"
"2021/2022","Yukon","","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652224","12.5.3.2","48.4","","","","1"
"2022/2023","Yukon","","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652224","12.5.3.2","58.3","","","","1"
"2023/2024","Yukon","","Other ranks","Woman","Proportion of full-time academic staff by gender","Percent","239","units","0","v1462652224","12.5.3.2","50.0","","","","1"


